Filename,Paragraph
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"High ﬁdelity surveys for extended sources with low sur- face brightness requires good spatial frequency coverage. Holes in the visibility plane—the uv-coverage—eﬀectively reduces the number of independent synthesized beam areas within the primary beam and, consequently, sidelobe confu- sion due to discrete sources limits the image dynamic range and quality. Most 2D Fourier synthesis imaging arrays like, for example, the Very Large Array (VLA) and the Giant Me- trewave Radio Telescope (GMRT) have array conﬁgurations optimized for imaging performance in snap-shot mode and in cases where most of the sky region imaged is empty. The deconvolution algorithms implemented in software packages used in processing the data from such arrays also implicitly assume that most of the sky is empty. However, deep sur- veys that attempt to get close to sidelobe-confusion limits require ﬁlled uv-coverage and this motivation has led us to use the EW Australia Telescope Compact Array (ATCA) for the observations presented here."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The ATCA has ﬁve movable antennas on a 3-km EW railtrack. We have used the array to image ﬁelds using four 750-m array conﬁgurations—the 750A, 750B, 750C and 750D arrays. Together, they provide 4 × 10 = 40 baselines and because the ATCA antennas are 22 m in diameter, the 40 spacings provide a nearly complete coverage over the 0– 750 m range. At the 750-m baseline, Earth rotation would move the visibility measurement point through a spatial wavelength corresponding to the antenna diameter in about 7 min. Therefore, the observing strategy was to mosaic im- age 19 distinct antenna pointing positions during a single observing session of 12 hr, cycling through all the pointing positions and observing each for 20 sec so that all the 19 po- sitions would be re-visited once every 7 min. This ensured that the elliptic uv-tracks have complete azimuthal coverage for each pointing. Observations with the ATCA were made using the 20-cm band."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The 19 pointing positions observed during any observ- ing session were arranged to tile the sky in a hexagonal pat- tern so as to cover the sky with a smaller number of pointings compared to a square grid. In the 20-cm band, the ATCA antenna primary beam has a full width at half maximum ′ (FWHM) of about 35 , and mosaic imaging of large angu- lar scale extended structure requires a sky plane ‘Nyquist’ ′ 5. However, we have adopted to sur- sampling interval of 19. vey the sky as a collage of individual image tiles without attempting to image structure on the scale of the primary beam or greater; therefore, the hexagonal-packed adjacent ′ pointings are spaced 28. 6 and this spacing is suﬃcient to cover the sky with fairly uniform sensitivity. The sequence in which the pointings were observed was selected to minimize time lost while the telescope cycled through the pointings."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"Since our observations use the ATCA with antennas on EW baselines, the survey region was constrained to be at high southern declinations and far from the equator, in order to image with close to circular synthesized beams. High south- ern declinations are also preferred so that the ﬁelds might be far from the Sun, and Solar interference would be minimized at epochs when the ﬁelds are scheduled for day-time observ- ing. To avoid shadowing at the shortest 30-m baseline, the ◦ ﬁeld centres had to be south of −50 declination. On the other hand, since follow-up optical observing with existing southern telescopes are important for the science goals, low declinations were preferred so that optical observing could be through low airmass. Since the ATCA is located at a latitude of −30◦, regions at very high southern declinations were avoided so that the survey might be made at reason- ably high telescope elevations, avoiding problems that might arise from ground spillover in the antenna radiation pattern. High Galactic latitudes were preferred since the background sky brightness and hence the system temperature would be lower."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The observations of each of these two sky regions were made in the four 750-m arrays and each of these four ses- sions were of 12-hr duration (time shared between the 19 pointing positions). The 20-cm band data were acquired in two 128-MHz wide bands centred at 1344 and 1432 MHz. Each band was covered by 16 independent frequency chan- nels. Multi-channel continuum visibility data were accumu- lated in full polarization mode: the ATCA antennas have feeds with linear polarization outputs labeled X and Y and the polarization products XX, YY, XY and YX are accumu- lated by the correlator. A journal of the radio observations is in Table 1."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,The ATCA has six antennas: the location of the sixth antenna—ca06—is ﬁxed and provides baselines between 3 and 5 km with the other ﬁve antennas in the 750 m arrays. The resulting uv-coverage in our observations is completely ﬁlled out to 750 m and is sparsely covered in the 3–5 km range; there is a signiﬁcant ‘hole’ in the coverage between 750 m and 3 km.
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The data were processed and imaged using the radio in- terferometer data reduction package MIRIAD. The calibra- tor visibilities were ﬁrst viewed using visualization tools in MIRIAD and obviously erroneous data were rejected. The multi-channel continuum visibility data were calibrated in amplitude, phase and for the bandpass using periodic ob- servations of the unresolved calibrator PKS B2353−686; the absolute ﬂux density scale was set using observations of the primary calibrator PKS B1934−638. Polarization calibra- tion for the telescope were derived from the full polariza- tion products measured on PKS B2353−686. A ﬁrst pass was made on rejecting data with interference using an auto- mated algorithm that examined the Stokes V visibilities and rejected the data corresponding to all polarization products at the same times and channels where the Stokes V visibility amplitudes exceeded a threshold of 4 times the rms thermal noise. The visibility data on the survey ﬁelds in individual baselines, in XY and YX polarization products, were vi- sualized as grey-scale displays of channel versus time, and obviously discordant data values were rejected. The data in XX and YY polarization products were also rejected during these times and for the same channels."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,The mosaicing strategy adopted here is to individu- ally image and deconvolve the diﬀerent pointings and then combine them to produce a single wide-ﬁeld image. This approach—as compared to a ‘joint’ approach wherein all pointings are handled simultaneously during the imaging and deconvolution steps—is appropriate in the present case where dynamic ranges exceeding several hundred or so are desired and imaging structures on the scale of the antenna primary beam and larger is not a requirement.
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"Figure 1. Mosaic image of ATLBS survey region A made with a beam of FWHM 52.′′4 × 47.′′4 at P.A. 6◦. Contour levels are at −0.25, 0.25, 0.5, 1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0, 128.0 and 256.0 mJy beam−1."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"Figure 2. Mosaic image of ATLBS survey region B made with a beam of FWHM 52.′′8 × 47.′′4 at P.A. 7.◦3. Contour levels are at −0.25, 0.25, 0.5, 1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0, 128.0 and 256.0 mJy beam−1."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The images corresponding to the 19 pointings constitut- ing each ﬁeld were lastly combined as a linear mosaic, fully correcting for the primary beam attenuation within the mo- saic region but retaining attenuations at the edges of the mosaic to prevent excessive noise ampliﬁcation there. These mosaic images of the ATLBS regions A & B are shown in Figs. 1 & 2 respectively. The images have an rms noise of −1 and the lowest contour level displayed is σ = 85 µJy beam −1 at 3σ. The peak in the image of region A is 104 mJy beam −1. The negative peaks and that in region B is 246 mJy beam −1 in the two images are at levels −450 and −575 µJy beam respectively, which are at the 5–7σ level. The ratio of image peak to rms noise exceeds 1000 and the images show no ob- vious artefacts due to calibration or imaging errors above a level of 3σ."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"same baselines and weighting schemes used in making the Stokes I images. In making these images, we followed the ◦ procedure of ﬁrst constructing wide-ﬁeld 4 images, isolating the clean components representing emission from the side lobes of the primary beam, subtracted these com- ponents from the visibility data, then constructed images representing emission from the main lobes corresponding to each pointing position. The images corresponding to the dif- ferent pointings were then combined as a linear mosaic to reconstruct the Stokes Q and U emission from ATLBS region A and, separately, region B."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"As we have noted above, the 750 m array conﬁgurations have, additionally, sparse uv-coverage in the 3–5 km range as baselines to the sixth antenna ca06. While we have taken every eﬀort to ensure that the low resolution survey is of the highest quality, we may examine the additional infor- mation provided by the baselines to ca06 that could pro- vide some critical information on the compact components in the sources even though the uv-coverage is incomplete. We have used these longer baselines to construct indepen- dent images of the two survey regions with higher angular resolution. However, owing to the signiﬁcant ‘hole’ in the uv-coverage below 3 km in this visibility dataset, the syn- thesized beam has signiﬁcant sidelobes and confusion is a serious issue. Therefore, we have aided the deconvolution by using the low-resolution images constructed using the 750- m arrays to identify the sky regions that potentially contain source components."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The high resolution images have been constructed using 5 instantaneous baselines per conﬁguration compared with 10 baselines used to make the low resolution images. The rms −1, noise is, therefore, expected to be about 120 µJy beam and this expectation is very close to that measured in regions of the images that are apparantly source free. Deconvolu- tion iterations were stopped when the peaks in the residual image, within the regions being searched for components, −1. This implies that in the reduced below 0.4 mJy beam high resolution images the fractional ﬂux density exceeding 0.4 mJy are deconvolved and restored with Gaussian compo- nents; however, fractional intensities below 0.4 mJy continue to be represented by beams with signiﬁcant sidelobe struc- ture and their integral ﬂux density over the image will be zero."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"FWHM 4.′′7 × 4.′′5 at P.A. −7.◦8 and 4.′′8 × 4.′′4 at P.A. 3.◦3 respectively. Since the uv-coverage is an annulus, we might expect that extended source components exceeding the size of these beams would be resolved and their ﬂux densities would be severely attenuated in these images. Nevertheless, source components with size less than these beams would be represented."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"As an example, a portion of survey region A is shown in Fig. 3, where the high resolution image is in grey scales and the corresponding low resolution image is represented using contours. Most of the sources represented by closed contours also have compact components in the grey scale image; sources that appear extended in the low resolution image often appear to have multiple compact components."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The radio images were scanned, sources identiﬁed, and their radio properties listed by an automated algorithm. The rou- tine IMSAD in MIRIAD was modiﬁed for this purpose. Only the sky region where the primary beam response in the mo- saic exceeds 50% was searched for sources, and ﬂux density estimates were corrected for the primary beam attenuation. Islands in the low resolution images, with connected −1, were considered to be in- pixels exceeding 0.4 mJy beam dependent sources. Thus, the ATLBS source catalogue pre- sented herein includes all sources that have a peak ﬂux den- −1 in the low resolution im- sity exceeding 0.4 mJy beam ages. The centroid position of these connected pixels was listed as the source position and the source name was derived from this centroid position. Sources were automatically clas- siﬁed as unresolved, extended Gaussian or composite based on their structure in the low resolution image and the suc- cess in modeling the images using single-component Gaus- sians. Peak and total ﬂux densities were estimated for each source, both in the low resolution image and separately in the high resolution image. Extended sources without com- posite structure were ﬁtted using single Gaussian models and the ﬁt parameters as well as deconvolved source sizes were derived."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The fractional integrated polarized intensity Π0 was es- timated for the ATLBS sources from the low resolution im- ages in Stokes Q, U and I. Image pixels in which the Stokes I intensity exceeded 0.4 mJy beam−1 were considered, pixel intensities in Stokes Q, U and I were summed separately, a measure of the integrated polarized intensity was estimated Q2 + U 2, where Q and U represent by computing pm = the pixel-summed image values in Stokes Q and U respec- tively, the integrated polarized intensity was set to zero if the signal-to-noise ratio in this estimate was less than unity, the polarized intensity estimate was debiased (as described below) and the fractional integrated polarized intensity Π0 was computed as the ratio of integrated polarized intensity to integrated total intensity."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,Figure 3. A portion of ATLBS survey region A with the low resolution image represented by a contour at 0.4 mJy beam−1 and the high resolution image shown using grey scales. The beam of the low resolution image has FWHM 52.′′4 × 47.′′4 at P.A. 6◦ and the beam corresponding to the high resolution image is 4.′′7 × 4.′′5 at P.A. −7.◦8; these beams are shown at the bottom right of the image as an unﬁlled ellipse and ﬁlled ellipse respectively.
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The fractional increase fp versus the number of pixels in the summation is shown in Fig. 4. The ATLBS images have 1.75-arcsec pixels and, as expected, the variance in the pixel summation rises as the square of the number of pixels in the regime where the summation is over an area less than the beam area, where as the variance in the pixel summa- tion rises proportional to the number of pixels in the regime where the summation area exceeds the beam area. The break at about where the summation is over a beam area is be- cause the noise in image pixels is correlated within beam areas and uncorrelated on larger scales."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,Figure 4. The fractional increase fp in noise variance in pixel- summed image intensities is plotted as a function of the number of pixels in the summation. The computation is for ATLBS images with beam FWHM of 50′′ and pixel size 1.′′75; there are about 102.81 pixels within a beam FWHM area and this is about where the curve has a break.
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"In the case of the imaging using the 750-m array data, the synthesized beam has small amplitude sidelobes because the uv-coverage is almost complete. However, in the case of the high resolution imaging the synthesized beam is very diﬀerent from a Gaussian approximation to the main lobe; therefore, estimating integral ﬂux densities of sources in the high resolution image suﬀers uncertainties and requires care- ful understanding of the inherent limitations arising from the annular visibility coverage and the cutoﬀ level adopted during deconvolution."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"Within the search region, the farthest distance of a ′ source from pointing centres is 16. 4. Therefore, owing to the ﬁnite bandwidth of the frequency channels in the multi-frequency continuum data, visibility amplitudes at the longest baseline of 5020 m would be expected to have a worst case attenuation to 0.45 of the true value. Simula- tions using the visibility coverage used to construct the high resolution images and taking into consideration the chan- nel bandwidth corresponding to the observations suggest a worst case attenuation of source peaks to 0.8 of their true value in the high resolution images. We have modeled the bandwidth-related attenuation using a functional form ﬁt- ted to the simulation results and used this to scale the peaks derived from the high resolution images."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The integrated ﬂux density of the sources in the high resolution image were estimated by summing the ﬂux densi- ties in the compact components. An iterative algorithm was adopted wherein the peak within the ‘footprint’ was located, a Gaussian ﬁt made to the component corresponding to the peak and the Gaussian component subtracted from the high resolution image. Successive peaks—including positive and negative peaks—were located, ﬁtted with Gaussian compo- nents and subtracted until the absolute value of the peak residual was below a threshold of 0.5 mJy beam−1. Thus, the listed values of integrated ﬂux densities in the high res- olution images is an estimate of the total ﬂux density in compact components exceeding 0.5 mJy; in case the peak within the source ’footprint’ is less than 0.5 mJy then the listed integrated ﬂux density is simply the peak ﬂux density. A total of 511 sources were identiﬁed in Field A and 585 sources in Field B. The two ﬁelds have a slight overlap in which there are two common sources; therefore, the number −1 peak of sources in our catalogue exceeding 0.4 mJy beam ﬂux density is 1094 over the 8.42 deg2 sky area."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"Of the 484 sources with total ﬂux density in the range 0.4–1.0 mJy, 409 were classiﬁed as unresolved in the low ′′ resolution images made with beam FWHM of 50 . Of the 75 extended sources (15% of the sources in the 0.4–1.0 mJy range), 64 were deemed to be representable using a single Gaussian model; only 11 sources were classiﬁed as compos- ite. The fraction of sources classiﬁed to be extended increases to 28% in sources with ﬂux density in the range 1–10 mJy and about half of these sources are deemed composite in structure. As much as 70% of sources in the 10-100 mJy range in ﬂux density are extended, with three-fourths of these classiﬁed as composite. The fraction of sources that are deemed extended and with structure well ﬁt by single Gaussian models is about 15% over the entire ﬂux density range 0.4–100 mJy; however, the fraction that is deemed as possessing composite structure increases with ﬂux density rising from about 2% for the sub-mJy population to above 50% for sources with 100 mJy ﬂux density."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,"The angular size for the ATLBS sources were esti- mated by measuring the area enclosed by the contour at 0.4 mJy beam−1, assuming that the source has a Gaussian proﬁle, and computing the source width at half maximum. This estimate is expected to be conservative, and yields me- dian angular size of 10′′ for sources with ﬂux density be- ′′ low 10 mJy, rising to 20 for sources in the 10-100 mJy bin. As compared to the linear size distribution derived by Windhorst et al. (1990), the median angular size of the ATLBS sources appears substantially larger and the distri- bution in angular size appears to cutoﬀ more sharply. Most ATLBS sources appear only marginally resolved in the low- surface-brightness images made with beam FWHM of about ′′ 50 , and we postpone a discussion of the angular size distri- bution of the ATLBS sources to later papers where detailed structural information is presented."
Processed_ATLBS:_the_Australia_Telescope_Low-brightness_Surv.txt,as well as those derived from the high resolution images are listed. Percentage integrated polarization Π0 is in the last column of the Table.
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Abstract Australia is a leader in autonomous systems technology, particularly in the mining industry, borne from necessity in a geographically dispersed and complex natural environment. Increasingly advanced autonomous systems are becoming more prevalent in Australia, particularly as the safety, environmental and efficiency benefits become better understood, and the increasing sophistication of technology improves capability and availability. Increasing use of these systems, including in the maritime domain and air domain, is placing pressure on the national safety regulators, who must either continue to apply their traditional regulatory approach requiring exemptions to enable operation of emerging technology, or seize the opportunity to put in place an agile and adaptive approach better suited to the rapid developments of the 21st century."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"In Australia the key national safety regulators have demonstrated an appetite for working with industry to facilitate innovation, but their limited resources mean progress is slow. There is a critical role to be played by third parties from industry, government, and academia who can work together to develop, test and publish new assurance and accreditation frameworks for trusted autonomous systems, and assist in the transition to an adaptive and agile regulatory philosophy. This is necessary to ensure the benefits of autonomous systems can be realised, without compromising safety."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"This paper will identify the growing use cases for autonomous systems in Australia, in the maritime, air and land domains, assess the current regulatory framework, argue that Australia’s regulatory approach needs to become more agile and anticipatory, and investigate how third-party projects could positively impact the assurance and accreditation process for autonomous systems in the future."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Autonomous systems, broadly meaning systems capable of determining, initiating and executing action in pursuit of a goal, are being used around the globe to increase the safety and efficiency of tasks, and to lower economic and environmental cost.[1] “To continue to make progress and innovate, ensuring that these systems have been designed responsibly and robustly will be key to safeguarding trust.”[2] While the technology enabling operation of these systems in the Australian maritime, air and land domains is rapidly advancing, the assurance and accreditation framework, which forms a necessary part of commercial operationalisation, is not keeping pace."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"In Australia there is a gap in applied responsibility—it is within no specific Government department or organisation’s remit to take a holistic approach to catering for emerging technology in an assurance and accreditation context. While the key national safety regulators have demonstrated an appetite for working with industry to facilitate innovation, limited resources limit progress. There is a critical role to be played by third parties from industry, government, and academia who can collaborate to develop, test and publish new assurance and accreditation frameworks for trusted autonomous systems, and provide recommendations for areas the regulators should focus on to ensure the benefits of autonomous systems can be realised, without compromising safety."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Recognising the lack of applied responsibility issue, and the benefits and commercial opportunities in facilitating the design, manufacture and use of autonomous systems, the Queensland State Government has funded a new groundbreaking activity. The Assurance of Autonomy Activity includes two projects – ‘Enabling Agile Assurance of Drones in Queensland’, and ‘National Accreditation Support Facility Pathfinder (NASF-P) project’. The projects are intended to facilitate innovation within industry without compromising safety, by making it simpler and more efficient to design, manufacture, test, certify and operate trusted autonomous systems. Collaboration and an inter-disciplinary team, together with deep regulatory knowledge and strong stakeholder relationships will facilitate tangible results. This is a ‘common good’ activity, but will also bring commercial benefit, for example through increased business for Queensland test ranges and the creation of jobs. It is expected that this innovative project will have real impact over the next 24 months and beyond, and will result in a more efficient, faster assurance and accreditation process, without compromising safety."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"This paper is presented in four parts: (1) Introduction, (2) Background, (3) Regulating Autonomous Systems, and (4) Conclusion. The Background includes a brief history, together with an overview of the key terms and use cases for each of the maritime, air and land domains. The Regulating Autonomous Systems section includes sub-sections on trust, regulatory philosophy, systems safety, and assurance and accreditation in Australia. The Conclusion reflects on the key messages presented in the paper, and points to the next steps. The paper is intended to consolidate cross-domain information on the uses of autonomous systems in Australia, provide thought leadership on the regulation of trusted autonomous systems, and provide an example of the Queensland Government’s approach to addressing these complex issues."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Autonomous systems are becoming more prevalent in Australia, particularly as the safety, environmental and efficiency benefits become better understood, and the increasing sophistication of technology improves capability and availability. Increasing use of these systems, particularly in the maritime and air domain, is placing pressure on the national safety regulators, who must either continue to apply their traditional regulatory approach or seize the opportunity to put in place a more agile and adaptive approach better suited to the rapid developments of the 21st century."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Two of the primary drivers for use of autonomous systems in the maritime domain are the efficiency and cost-saving benefits that can be realised. For example, in the hydrographic survey industry, opportunities were identified early on to save a significant portion of fuel budgets by using small autonomous vessels to conduct the majority of surveying work. This economic incentive, which extends from fuel savings into the opportunity for concurrent operations without additional crew costs, and longer operation times, has driven the development of increasingly sophisticated autonomous vessels. In addition to economic incentives, autonomous systems have the capacity to remove humans from dangerous work circumstances and can reduce the environmental impact of commercial activities."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"In Australia, land-based autonomous systems are widespread, and use cases include diverse areas such as mining, which includes heavy mining equipment and smaller topological survey robots, agriculture, which includes heavy and light equipment and small-scale agricultural robots known as agribots. Emergency services incorporate search and rescue UGVs and legged robotics, as well as bomb disposal and firefighting drones. Heavy and light automated rail and some areas of road transport such as Connected Intelligent Transport Systems (CITS) may also be automated. Defence incorporates various types of automation such as radar and automated Close-In Weapons Systems (CIWS) and mobile automated platforms such as weapon carrying UGVs, or recovery vehicles and APCs. Other land-based autonomous systems include bio-mimetic systems, platform agnostic systems, and autonomous systems that are without physical instantiation such as Diagnostic AI, Legal Automation, µZero and other similar automated ML programs."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Autonomous systems are becoming more widely accepted as they have the potential to be more economical than traditional systems, and can remove humans from dirty, dangerous, or dull jobs, and in some areas – such as mining and manufacturing – are replacing humans altogether. The future landscape of autonomy will see industry, infrastructure, and society designed around autonomous systems rather than being added to or integrated subsequently and will likely be unrecognisable to people of today.[24] As the internet of things approaches autonomous systems in our everyday lives will become ubiquitous."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"regulated, industry and broader community. How trust is conceptualised, and how relevant considerations are included in regulatory frameworks, will change as increasing levels of autonomy are introduced."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Traditional technology is generally deemed safe if it complies with the regulatory framework set down and enforced by the Government or applicable regulator. For example, the public would be entitled to assume a commercial vessel is safe if it has met the survey, operational, and competency-based requirements imposed by the Australian Maritime Safety Authority. Trust is also supported by history of successful use – i.e., if a technology has been in use for one hundred years, there is a good understanding of the risks of failure and the results. Familiarity is another component of trust- if a technology has widespread usage and is visible in the media, trust will be engendered. A further component is trust by association – if an entity or person that is trusted uses or promotes use of a new technology, that can also engender trust."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Autonomous technology must be deemed safe in order to be accepted by prospective users, Government, the applicable regulator, and the public. This would be a simpler proposition if the Government or applicable regulator were experts in autonomous technology and had crafted well-tailored assurance and accreditation requirements, but that is rarely the case. The speed of technology development in the autonomous systems industry means that, early on, the only experts are the developers of the technology itself, and then the industry which is using it. In these circumstances industry-led projects to develop codes of practice or other regulatory content are vital, as they provide a baseline level of requirement to ensure safety among early- adopters, provide the Government or applicable regulator with a starting point for learning about the technology and then developing an appropriate regulatory approach, and they provide a level of confidence for members of the public."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"An example of an industry-led collaboration is the Maritime UK Autonomous Systems Regulatory Working Group (MASRWG), which published a Code of Practice for Maritime Autonomous Ships in November 2017, and have provided an updated version each 12 months.[30] This Code provides a baseline set of requirements covering key issues such as design and manufacture, operation, skills and training, ship systems, cyber security, pilotage, and data recording.[31] While the Code is not a formal part of the UK maritime regulatory framework, it is used by industry as the accepted standard for autonomous vessels, and reflects current best practice."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"A challenge for the Government or applicable regulator is to properly balance risk with regulatory overlay. If there is insufficient regulatory overlay to meet the risk of the operation, it will jeopardise trust in the technology and its regulation, but if the regulatory overlay is too heavy, it can stifle innovation and jeopardise trust in the intentions of the regulator. For this reason, adopting an appropriate regulatory approach is critical to ensuring innovation is supported, the benefits of autonomous systems are realised, and trust is maintained between all stakeholders involved."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"The concept of anticipatory regulation features these characteristics: inclusive and collaborative; future facing; proactive; iterative; outcomes based; and experimental at the forefront.[32] A key feature of anticipatory regulation is a focus on “co-design”, where the regulator and industry work together to co-design standards and regulation that are fit for purpose and achieve the required outcomes. This approach focusses on the system and how to influence it. It introduces the concept of regulatory stewardship, whereby regulation is seen as an asset that helps things happen effectively."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"in, than was in place pre-disruption. Is it the case that regulators should draw back regulation a notch, and let market forces provide the level of safety consumers demand? In answering these core questions, we may find that a shift in regulatory philosophy is necessary."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"We argue that Australia’s regulatory approach must be reshaped to one that is agile, adaptive and anticipatory, and therefore capable of supporting fast updates of new technology, fast prototyping, and a paired back time to get new products to market. If Australian regulators could work towards becoming adaptive regulators, it would dramatically improve their ability to keep pace with technological change. The rise in popularity of human-centered design and the implementation of co-regulation are steps towards agile and anticipatory regulation, and will see Australia’s ability to regulate emerging technology such as autonomous systems continue to increase."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"There is a strong focus on System Safety and SMS as a way to ensure safety in both the maritime and air domains. For example, within the maritime regulatory framework, a SMS is required in order to satisfy General Safety Duties and operational requirements. In the aviation context, system safety is a design requirement for all type certified aircraft to ensure that the aircraft system is both reliable and resilient during operation. Safety Management Systems are required to be implemented by various approval holders in aviation in accordance with ICAO Standards and Recommended Practices (SARPs). This focus on Systems Safety and SMS will be an essential component in the successful assurance and accreditation of autonomous systems into the future."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"In Australia there is a lack of established assurance frameworks to integrate autonomous systems into traditional systems, which means neither industry, testing facilities, nor regulators, have clear or consistent expectations or understanding of what assurance activities are required to demonstrate compliance with requirements to indicate safe operations. This is inefficient and compromises trust, which makes it a priority to address."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Accreditation typically relies on demonstrating compliance with regulatory requirements, including standards or defined codes of practice. However, when it comes to systems with autonomous capability, there are no tailored standards or codes of practice that relate to autonomy. In the air domain CASA uses a risk- based approach to approvals, which take into account the differences between autonomous aircraft and traditional aircraft. In the maritime domain, autonomous systems are subject to the same regulatory framework as traditional craft. This means autonomous operations generally rely on exemptions in order to operate, which take a long period of time to process and approve. There is often a lack of sufficiently sophisticated understanding of these autonomous systems, their capabilities and risks within the third-party surveying and inspection industry, and within regulators, which further slows down the accreditation process."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"This lack of established standards or codes of practice for autonomous systems, and lack of sophisticated understanding within the surveying and inspection industry, and within regulators, represents a lost opportunity for the Australian economy to efficiently gain the economic benefit of new technology and to enable local industry to design, test and commercialise novel autonomous systems."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Regulation of UAS operations in Australia is therefore treated using a proportionate, risk-based framework [51] through Part 101 of the Civil Aviation Safety Regulations 1998 (CASR). Operations outside of standard operating conditions (within visual line of sight, not over people, not near an aerodrome or above 400ft AGL) require multiple approvals for the various exceedances to the standard operating conditions."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Whilst CASA requirements are outcome based and therefore flexible and adaptable, there is currently a lack of direct guidance, processes or standards, particularly with respect to the design and demonstration of compliance with high level safety objectives for the highly automated or autonomous aspects of UAS. It is unlikely that regulators will have the capacity or expertise to detail specific standards or methods to design, test and build highly automated or autonomous systems. This will require a more collaborative approach with industry and academia, leveraging the capacity and expertise of industry."
Processed_Regulating_trusted_autonomous_systems_in_Australia.txt,"Land domain The diverse applications of land-based autonomous systems fall under multiple regulatory areas. Each of the major areas where land-based autonomous systems operate have regulations specific to them, or some international safety standard that may apply. For example, land transport falls under the Australian Vehicle Standards Rules 1999 (Cth)[53] and the National Transport Commission (Road Transport Legislation— Vehicle Standards) Regulations 2006 (Cth)[54], and is based around the Australian Design Rules (ADR).[55] It is regulated in each jurisdiction with the assistance of peak advisory bodies such as Austroads and the National Transport Commission (NTC), which work to improve the regulatory process. Heavy vehicles are regulated separately under the Heavy Vehicle (Vehicle Standards) National Regulation.[56] Rail in Australia is administered by the Office of the National Rail Safety Regulator (ONRSR)[57] and each state and territory have legislation that mirrors ONRSR.[58] Agriculture, having no specific federal regulatory structure, is regulated in each state or territory under workplace health and safety regimes based around the Work Health and Safety Act 2011 (Cth)[59] (WH&S), which have mirror legislation in each jurisdiction."
